action,action_label,ops_cost_inr,conversion_loss_prob,effectiveness,fp_cost_mean_inr,t_star,orders_flagged,flag_rate,precision,recall,total_cost_inr,savings_inr,savings_pct
manual_pack_check,Manual pack check,40.0,0.0,0.25,40.0,0.056497,7403,0.985621089069365,0.17803593137917062,0.9984848484848485,21869620.480000004,6894049.568,0.23967906586660895
remove_discount,Withhold promo / deep discount,5.0,0.08,0.45,1066.1779246225537,0.121855,4116,0.5479962721342032,0.2524295432458698,0.7871212121212121,21106568.795040004,7657101.25296,0.2662073803580018
remove_cod,Require prepayment (block COD),5.0,0.18,0.65,2392.6503304007456,0.197339,2764,0.3679936093729197,0.2959479015918958,0.6196969696969697,20268635.5,8495034.548000004,0.29533903475543033
