action,threshold,n,n_tp,n_fp,n_fn,n_tn,cost_tp,cost_fp,cost_fn,cost_tn,cost_tp_counterfactual,total_cost,do_nothing_cost,savings,n_flagged,flag_rate,precision,recall
remove_cod,0.88,7511,12,6,1308,6185,417637.20479999995,39295.317,27570592.32,0.0,1193077.7280000001,28027524.8418,28763670.048000004,736145.2062000036,18,0.0023964851551058447,0.6666666666666666,0.00909090909090909
remove_cod,0.89,7511,12,6,1308,6185,417637.20479999995,39295.317,27570592.32,0.0,1193077.7280000001,28027524.8418,28763670.048000004,736145.2062000036,18,0.0023964851551058447,0.6666666666666666,0.00909090909090909
remove_cod,0.9,7511,12,6,1308,6185,417637.20479999995,39295.317,27570592.32,0.0,1193077.7280000001,28027524.8418,28763670.048000004,736145.2062000036,18,0.0023964851551058447,0.6666666666666666,0.00909090909090909
remove_cod,0.91,7511,11,6,1309,6185,413219.024,39295.317,27583201.408,0.0,1180468.6400000001,28035715.748999998,28763670.048000004,727954.2990000062,17,0.002263347090933298,0.6470588235294118,0.008333333333333333
remove_cod,0.92,7511,11,6,1309,6185,413219.024,39295.317,27583201.408,0.0,1180468.6400000001,28035715.748999998,28763670.048000004,727954.2990000062,17,0.002263347090933298,0.6470588235294118,0.008333333333333333
remove_cod,0.93,7511,11,6,1309,6185,413219.024,39295.317,27583201.408,0.0,1180468.6400000001,28035715.748999998,28763670.048000004,727954.2990000062,17,0.002263347090933298,0.6470588235294118,0.008333333333333333
remove_cod,0.94,7511,11,6,1309,6185,413219.024,39295.317,27583201.408,0.0,1180468.6400000001,28035715.748999998,28763670.048000004,727954.2990000062,17,0.002263347090933298,0.6470588235294118,0.008333333333333333
remove_cod,0.95,7511,11,6,1309,6185,413219.024,39295.317,27583201.408,0.0,1180468.6400000001,28035715.748999998,28763670.048000004,727954.2990000062,17,0.002263347090933298,0.6470588235294118,0.008333333333333333
remove_cod,0.96,7511,11,6,1309,6185,413219.024,39295.317,27583201.408,0.0,1180468.6400000001,28035715.748999998,28763670.048000004,727954.2990000062,17,0.002263347090933298,0.6470588235294118,0.008333333333333333
remove_cod,0.97,7511,11,6,1309,6185,413219.024,39295.317,27583201.408,0.0,1180468.6400000001,28035715.748999998,28763670.048000004,727954.2990000062,17,0.002263347090933298,0.6470588235294118,0.008333333333333333
